Book	Concordance1	Concor-dance2	Concordance3	Lemma	‘	NOT	Tense	Voice	?	Time reference	Continuous	Repeated	Extra function	Comment	Annotator
book102		was a fire blazing		blaze			past	A		past	yes	no			
book104		were chatting		chat			past	A		past	yes	no			
book106		's going		go	c		present	A		present	yes	no			
book106		was fol owing		owe			past	A		past	yes	no			
book107		is lowering		lower			present	A		present	yes	no			
book107		're not thinking		think	c	n	present	A		present	yes	no			
book107		is Baxter, lying		lie			present	A		present	yes	no			
book109		was breathing		breathe			past	A		past	yes	no			
book109		was making		make			past	A		past	yes	no			
book109		were rattling		rattle			past	A		past	yes	no			
book109		are looking		look			present	A		present	yes	no			
book110		were through being		be			past	A		past	yes	no			
book110		's raining		rain	c		present	A		present	yes	no			
book113		was having		have			past	A		past	yes	no			
book113		were working		work			past	A		past	yes	no			
book116		're doing		do	c		present	A		present	yes	no			
book117		am I looking		look			present	A		present	yes	no			
book117		was just feeling		feel			past	A		past	yes	no			
book117		's going		go	c		present	A		present	yes	no			
book118		was going		go			past	A		past	yes	no			
book118		are you looking		look			present	A		present	yes	no			
book118		're going		go	c		present	A		present	yes	no			
book119		was staring		stare			past	A		past	yes	no			
book120		was kind of making		make			past	A		past	yes	no			
book120		was peeking		peek			past	A		past	yes	no			
book120		was hoping		hope			past	A		past	yes	no			
book121		're having		have	c		present	A		present	yes	no			
book121		's alive and throbbing		throb	c		present	A		present	yes	no			
book121		's rattling		rattle	c		present	A		present	yes	no			
book122		wasn't looking		look	c	n	past	A		past	yes	no			
book122		is up and running		run			present	A		present	yes	no			
book122		been having		have			perfect	A		perfect	yes	no			
book123		Am I disturbing		disturb			present	A		present	yes	no			
book123		's not going		go	c	n	present	A		present	yes	no			
book123		's going		go	c		present	A		present	yes	no			
book124		were starting		start			past	A		past	yes	no			
book126		be crying		cry			modal	A		modal/infinitive	yes	no			
book126		's licking		lick	c		present	A		present	yes	no			
book126		'm sweating		sweat	c		present	A		present	yes	no			
book126		's grabbing		grab	c		present	A		present	yes	no			
book127		was bleeding and snorting		bleed			past	A		past	yes	no			
book128		is messing		mess			present	A		present	yes	no			
book128		was human–lying		lie			past	A		past	yes	no			
book128		'm begging		beg	c		present	A		present	yes	no			
book129		's going		go	c		present	A		present	yes	no			
book129		'm hoping		hope	c		present	A		present	yes	no			
book129		's smiling		smile	c		present	A		present	yes	no			
book130		was smiling		smile			past	A		past	yes	no			
book131		is bearing		bear			present	A		present	yes	no			
book131		be his father, reducing		reduce			modal	A		modal/infinitive	yes	no			
book132		be following		follow			modal	A		modal/infinitive	yes	no			
book132		were spilling		spill			past	A		past	yes	no			
book133		's wearing		wear	c		present	A		present	yes	no			
book134		was being		be			past	A		past	yes	no			
book134		be thinking		think			modal	A		modal/infinitive	yes	no			
book135		are we going		go			present	A		present	yes	no			
book135		was taking		take			past	A		past	yes	no			
book136		was lying		lie			past	A		past	yes	no			
book136		're supposed to be doing		do	c		modal	A		modal/infinitive	yes	no			
book136		'm going		go	c		present	A		present	yes	no			
book137		's get moving		move	c		present	A		present	yes	no			
book137		were being		be			past	A		past	yes	no			
book137		're saying		say	c		present	A		present	yes	no			
book140		was he talking		talk			past	A		past	yes	no			
book140		were concentrating		concentrate			past	A		past	yes	no			
book141		are you going		go			present	A		present	yes	no			
book142		be spilling		spill			modal	A		modal/infinitive	yes	no			
book143		's slowing		slow	c		present	A		present	yes	no			
book144		be healing		heal			modal	A		modal/infinitive	yes	no			
book145		were pulling		pull			past	A		past	yes	no			
book149		be coming		come			modal	A		modal/infinitive	yes	no			
book149		was helping		help			past	A		past	yes	no			
book149		was crouching		crouch			past	A		past	yes	no			
book150		're feeling		feel	c		present	A		present	yes	no			
book151		'm going		go	c		present	A		present	yes	no			
book152		is studying		study			present	A		present	yes	no			
book152		is there, or listening		listen			present	A		present	yes	no			
book153		was raining		rain			past	A		past	yes	no			
book153		's getting		get	c		present	A		present	yes	no			
book154		be sitting		sit			modal	A		modal/infinitive	yes	no			
book154		Are you coming		come			present	A		present	yes	no			
book154		'm going		go	c		present	A		present	yes	no			
book156		was close to being		be			past	A		past	yes	no			
book157		's strangling		strangle	c		present	A		present	yes	no			
book158		're moving		move	c		present	A		present	yes	no			
book160		is he telling		tell			present	A		present	yes	no			
book162		was small and lying		lie			past	A		past	yes	no			
book163		are hunting		hunt			present	A		present	yes	no			
book164		was one sentry leaning		lean			past	A		past	yes	no			
book165		been speaking		speak			perfect	A		perfect	yes	no			
book167		's going		go	c		present	A		present	yes	no			
book167		is going		go			present	A		present	yes	no			
book168		were watching		watch			past	A		past	yes	no			
book168		was still gazing		gaze			past	A		past	yes	no			
book169		're trying		try	c		present	A		present	yes	no			
book169		'm going		go	c		present	A		present	yes	no			
book169		's coming		come	c		present	A		present	yes	no			
book169		were running		run			past	A		past	yes	no			
book169		's lying and stealing		lie	c		present	A		present	yes	no			
book170		is going		go			present	A		present	yes	no			
book171		is about going		go			present	A		present	yes	no			
book171		's why I was asking		ask	c		past	A		past	yes	no			
book172		was shaking		shake			past	A		past	yes	no			
book172		was just saying		say			past	A		past	yes	no			
book172		's going		go	c		present	A		present	yes	no			
book172		are you dissecting		dissect			present	A		present	yes	no			
book175		was going		go			past	A		past	yes	no			
book176		'm looking		look	c		present	A		present	yes	no			
book178		was making		make			past	A		past	yes	no			
book178		was standing		stand			past	A		past	yes	no			
book179		'm probably having		have	c		present	A		present	yes	no			
book180		was going		go			past	A		past	yes	no			
book180		was smiling		smile			past	A		past	yes	no			
book180		're going		go	c		present	A		present	yes	no			
book183		were going		go			past	A		past	yes	no			
book183		been sitting		sit			perfect	A		perfect	yes	no			
book183		was going		go			past	A		past	yes	no			
book183		're going to be crawling		go	c		modal	A		modal/infinitive	yes	no			
book183		was also blowing		blow			past	A		past	yes	no			
book184		was because staying		stay			past	A		past	yes	no			
book184		're going		go	c		present	A		present	yes	no			
book185		was slowly regaining		regain			past	A		past	yes	no			
book185		was staring		stare			past	A		past	yes	no			
book185		were large, making		make			past	A		past	yes	no			
book185		were peering		peer			past	A		past	yes	no			
book188		be going		go			modal	A		modal/infinitive	yes	no			
book188		was sporting		sport			past	A		past	yes	no			
book188		been expecting		expect			perfect	A		perfect	yes	no			
book189		're exaggerating		exaggerate	c		present	A		present	yes	no			
book189		was pouring		pour			past	A		past	yes	no			
book189		's voting		vote	c		present	A		present	yes	no			
book190		're talking		talk	c		present	A		present	yes	no			
book190		was finished, meaning		mean			past	A		past	yes	no			
book190		was swimming		swim			past	A		past	yes	no			
book190		'm going		go	c		present	A		present	yes	no			
book190		were bringing		bring			past	A		past	yes	no			
book191		was asking		ask			past	A		past	yes	no			
book192		are basically announcing		announce			present	A		present	yes	no			
book192		been thinking		think			perfect	A		perfect	yes	no			
book193		're not taking		take	c	n	present	A		present	yes	no			
book193		're not going		go	c	n	present	A		present	yes	no			
book193		was preparing		prepare			past	A		past	yes	no			
book193		was still getting		get			past	A		past	yes	no			
book194		was heading		head			past	A		past	yes	no			
book195		were going		go			past	A		past	yes	no			
book196		be praying		pray			modal	A		modal/infinitive	yes	no			
book196		were left straddling		straddle			past	A		past	yes	no			
book197		was not going		go		n	past	A		past	yes	no			
book197		was moving		move			past	A		past	yes	no			
book197		was busily stirring		stir			past	A		past	yes	no			
book198		was darting		dart			past	A		past	yes	no			
book198		were going		go			past	A		past	yes	no			
book199		was seen one day sitting		sit			past	A		past	yes	no			
book199		be with Boxer after working		work			modal	A		modal/infinitive	yes	no			
book199		are taking		take			present	A		present	yes	no			
book199		was getting		get			past	A		past	yes	no			
book202		was inside, still screaming		scream			past	A		past	yes	no			
book202		's no knowing		know	c		present	A		present	yes	no			
book203		was the wailing		wail			past	A		past	yes	no			
book203		was standing		stand			past	A		past	yes	no			
book204		was sundown and getting		get			past	A		past	yes	no			
book205		's dragging		drag	c		present	A		present	yes	no			
book205		'm feeling		feel	c		present	A		present	yes	no			
book205		is worse than knowing		know			present	A		present	yes	no			
book206		was used to thinking		think			past	A		past	yes	no			
book206		are you doing		do			present	A		present	yes	no			
book206		was dating		date			past	A		past	yes	no			
book206		was shivering		shiver			past	A		past	yes	no			
book207		'm busy helping		help	c		present	A		present	yes	no			
book208		was bending		bend			past	A		past	yes	no			
book209		was curled up, clutching		clutch			past	A		past	yes	no			
book210		was a method of magnetizing		magnetize			past	A		past	yes	no			
book210		been pleading		plead			perfect	A		perfect	yes	no			
book210		been growing		grow			perfect	A		perfect	yes	no			
book211		'm going		go	c		present	A		present	yes	no			
book211		was strolling		stroll			past	A		past	yes	no			
book211		was complaining		complain			past	A		past	yes	no			
book212		was lying		lie			past	A		past	yes	no			
book212		was going		go			past	A		past	yes	no			
book213		're going		go	c		present	A		present	yes	no			
book213		been a tiring		tire			perfect	A		perfect	yes	no			
book214		be kept waiting		wait			modal	A		modal/infinitive	yes	no			
book214		was evening of the following		even			past	A		past	yes	no			
book215		're taking		take	c		present	A		present	yes	no			
book216		am going		go			present	A		present	yes	no			
book216		am good at playing		play			present	A		present	yes	no			
book217		are you doing		do			present	A		present	yes	no			
book218		were talking		talk			past	A		past	yes	no			
book218		was talking		talk			past	A		past	yes	no			
book220		been the light glinting		glint			perfect	A		perfect	yes	no			
book221		were going		go			past	A		past	yes	no			
book221		's turning		turn	c		present	A		present	yes	no			
book222		was going		go			past	A		past	yes	no			
book224		were sleeping		sleep			past	A		past	yes	no			
book224		been missing		miss			perfect	A		perfect	yes	no			
book224		's expanding		expand	c		present	A		present	yes	no			
book226		're going		go	c		present	A		present	yes	no			
book227		was not going		go		n	past	A		past	yes	no			
book227		are hammering and knocking		hammer			present	A		present	yes	no			
book227		be punishing		punish			modal	A		modal/infinitive	yes	no			
book228		'm thinking of becoming		think	c		present	A		present	yes	no			
book228		been toying		toy			perfect	A		perfect	yes	no			
book229		was screaming		scream			past	A		past	yes	no			
book231		was talking		talk			past	A		past	yes	no			
book232		were no longer hurling		hurl			past	A		past	yes	no			
book232		is trying		try			present	A		present	yes	no			
book233		been preening		preen			perfect	A		perfect	yes	no			
book234		was looking		look			past	A		past	yes	no			
book235		're making		make	c		present	A		present	yes	no			
book236		were talking		talk			past	A		past	yes	no			
book237		were really beginning		begin			past	A		past	yes	no			
book237		be bringing		bring			modal	A		modal/infinitive	yes	no			
book238		was flying		fly			past	A		past	yes	no			
book238		was growing		grow			past	A		past	yes	no			
book238		are talking		talk			present	A		present	yes	no			
book239		was driving		drive			past	A		past	yes	no			
book242		was only fidgeting		fidget			past	A		past	yes	no			
book243		was wishing		wish			past	A		past	yes	no			
book243		been expostulating		expostulate			perfect	A		perfect	yes	no			
book243		was crying		cry			past	A		past	yes	no			
book245		was screaming		scream			past	A		past	yes	no			
book247		'm dying		dying	c		present	A		present	yes	no			
book247		was running		run			past	A		past	yes	no			
book248		was missing		miss			past	A		past	yes	no			
book250		was standing		stand			past	A		past	yes	no			
book250		was smiling		smile			past	A		past	yes	no			
book250		's just trying		try	c		present	A		present	yes	no			
book251		were flaming		flame			past	A		past	yes	no			
book251		be getting		get			modal	A		modal/infinitive	yes	no			
book251		been shouting		shout			perfect	A		perfect	yes	no			
book252		're short of, seeing		see	c		present	A		present	yes	no			
book253		was standing		stand			past	A		past	yes	no			
book254		's acting		act	c		present	A		present	yes	no			
book255		were doing		do			past	A		past	yes	no			
book257		was peeking		peek			past	A		past	yes	no			
book257		been always laughing		laugh			perfect	A		perfect	yes	no			
book257		been boiling		boil			perfect	A		perfect	yes	no			
book258		was nearing		near			past	A		past	yes	no			
book258		was coming		come			past	A		past	yes	no			
book259		're sitting		sit	c		present	A		present	yes	no			
book259		be lying		lie			modal	A		modal/infinitive	yes	no			
book260		was going		go			past	A		past	yes	no			
book261		're confusing		confuse	c		present	A		present	yes	no			
book262		was carrying		carry			past	A		past	yes	no			
book262		was still limping		limp			past	A		past	yes	no			
book263		'm going		go	c		present	A		present	yes	no			
book263		were actually living		live			past	A		past	yes	no			
book264		be in the friendly wagging		wag			modal	A		modal/infinitive	yes	no			
book264		was thinking of going		think			past	A		past	yes	no			
book264		been going		go			perfect	A		perfect	yes	no			
book264		's called the backtracking		backtrack	c		present	A		present	yes	no			
book267		were eating		eat			past	A		past	yes	no			
book267		is one drooling		drool			present	A		present	yes	no			
book268		were sitting		sit			past	A		past	yes	no			
book269		are standing		stand			present	A		present	yes	no			
book269		're joking		joke	c		present	A		present	yes	no			
book269		's whizzing		whiz	c		present	A		present	yes	no			
book270		been talking		talk			perfect	A		perfect	yes	no			
book271		was reading		read			past	A		past	yes	no			
book271		was definitely happening		happen			past	A		past	yes	no			
book273		was beginning		begin			past	A		past	yes	no			
book273		be handy for storing		store			modal	A		modal/infinitive	yes	no			
book273		's going		go	c		present	A		present	yes	no			
book276		are happening		happen			present	A		present	yes	no			
book277		were all working		work			past	A		past	yes	no			
book277		'm going		go	c		present	A		present	yes	no			
book277		been that was bothering		bother			perfect	A		perfect	yes	no			
book278		was actually awakening		awaken			past	A		past	yes	no			
book278		was clinging		cling			past	A		past	yes	no			
book278		are beginning		begin			present	A		present	yes	no			
book279		's always reminding		remind	c		present	A		present	yes	no			
book279		was never going		go			past	A		past	yes	no			
book280		'm going		go	c		present	A		present	yes	no			
book280		was doing		do			past	A		past	yes	no			
book283		'm going		go	c		present	A		present	yes	no			
book283		was growing		grow			past	A		past	yes	no			
book284		is just taking		take			present	A		present	yes	no			
book284		's great and groovie going		go	c		present	A		present	yes	no			
book284		was still shivering		shiver			past	A		past	yes	no			
book284		was standing		stand			past	A		past	yes	no			
book285		was returning		return			past	A		past	yes	no			
book285		's something crazy going		something	c		present	A		present	yes	no			
book285		're driving		drive	c		present	A		present	yes	no			
book285		's going		go	c		present	A		present	yes	no			
book285		's going		go	c		present	A		present	yes	no			
book286		were still lying		lie			past	A		past	yes	no			
book286		're speaking		speak	c		present	A		present	yes	no			
book288		been watching		watch			perfect	A		perfect	yes	no			
book290		were watching		watch			past	A		past	yes	no			
book290		was like being		be			past	A		past	yes	no			
book291		'm carrying		carry	c		present	A		present	yes	no			
book291		'm suffering		suffer	c		present	A		present	yes	no			
book291		'm giving		give	c		present	A		present	yes	no			
book291		's taking		take	c		present	A		present	yes	no			
book293		be learning		learn			modal	A		modal/infinitive	yes	no			
book294		been moving		move			perfect	A		perfect	yes	no			
book295		was tearing		tear			past	A		past	yes	no			
book295		was beginning		begin			past	A		past	yes	no			
book295		was hanging		hang			past	A		past	yes	no			
book296		'm not paying		pay	c	n	present	A		present	yes	no			
book296		're going		go	c		present	A		present	yes	no			
book298		was standing		stand			past	A		past	yes	no			
book298		were being		be			past	A		past	yes	no			
book299		was expecting		expect			past	A		past	yes	no			
book299		are you doing		do			present	A		present	yes	no			
book299		was waiting		wait			past	A		past	yes	no			
